label,tweet
NEUTRAL,Daydreams apart note the point Sachin Pilot didnt say RahulGandhi will be the PM ITYEFAQ SE SACH MOOH SE NIKALHI JAATHI HAIN EVEN HIS BOOT LICKERS DONT CONSIDER PAAPU AS PM MATERIAL RavinarIN
NEGATIVE,Both RahulGandhi amp priyankagandhi helped carrying the injured journalist to the ambulance Because people matter amp humanity matters Time to vote for normal humane leaders Enough of narcissistic megalomaniacs #RahulForBehtarBharat #RahulTharangam
POSITIVE,Media could not be played message Pl inform to TwitterSupport TwitterIndia Same with yaminijyoti shenoy70 Something is going on None of the videos from Wayanad with green flags can be played
NEUTRAL,Youll have to take this to the public how are you doing it
POSITIVE,Perhaps first time in her life NDTV journalist Sagarika Ghosh is telling the truth about Mr Rahul Gandhi Or maybe a payment problem from Congress party Paid journalists cant wait for long otherwise they will change customers
NEUTRAL,Lutera parivar
POSITIVE,Congratulations to Congress President RahulGandhi for filing his nomination from #Wayanad I wish him huge success along with an eminent victory for the Congress in Southern India #RahulTharangam
POSITIVE,If he is a courageous man why should he be taken care of by others It should have been CHILD
NEUTRAL,Desh drohi
POSITIVE,Rahul gandhi is great human He is humble honest and courageous He have courage to tell true honestly Feku gang are coward liar and cunning Jai ho Congress jindabad Rahul gandhi jindabad
POSITIVE,RahulGandhi PChidambaramIN Y not these ppl who looted from ppls treasury refund the money back to fund the NYAY instead of pinching the middle class amp honest tax payers by addl taxes httpstwittercomCrazySangustatus1112264474856026112s19 httpstwittercomAnmol24436888status1113756678300651520s19 Cc SoniaGandhiFC ManmohanSingh
NEGATIVE,Not an Indian citizen nomination filing for MP election very sad for India and Indians
POSITIVE,Congress has delivered before and deliver again Proud to launch the #CongressManifesto2019 It believes in solving real issues and focusses on development The manifesto by RahulGandhi is not divided by poverty or discrimination INCIndia INCMumbai milinddeora
NEGATIVE,But no one will vote for you RahulGandhi
NEUTRAL,The Next PM Rahul Gandhi Jindabaad
POSITIVE,Im sure its only his 1 of income shown BJP4India smritiirani Aur in chor k kurte phate hai Rahul Gandhi owns assets worth Rs 1485 crore
NEUTRAL,Sab chor log
NEUTRAL,priyankac19 RahulGandhi JhaSanjay SudheenKulkarni sagarikaghose pallavighosh Koi vishesh tipni
POSITIVE,Yes
NEUTRAL,What did congress do for 65 yrs
POSITIVE,Priyanka Gandhi should file her papers for Varanasi THIS WOULD PRESSURE ON MODI HE WILL EITHER BE RESTRAINED OR SHIFT EITHER WAY CONGRESS IS HAPPY SHE CAN WITHDRAW ON THE LAST DATE SAME SHOULD BE DONE FOR CHOTA BHAI JUST THINKING AND SHOULD WORK
NEUTRAL,Rahul Gandhi jii Amethi aaj puchh rahi h ki amethi me rojgar ke liye kya Kiya hai Is baar rahul ko amethi Amethi se nikal kar hi dam legi
POSITIVE,Are you so naive to take their promises on face value
NEUTRAL,Sabse bada dhurta surjewala
POSITIVE,Im from kalburgi Im telling u that Umesh Jadhav will win Win with more than 100000 votes
POSITIVE,Polarising muslims is prerogatives of Congis and it is secularIf Hindus vote for BJP it is communal and divisive I wish Hindus bcom communal and vote enmass for BJP to save the country from anti national forces Wake up Hindus this is your last chance
NEUTRAL,go back to ur north Indian shithole and get educated India doesnt have presidential style democracy we vote for MPs not PM candidates
NEUTRAL,Congress lao Desh Bachao
POSITIVE,RahulGandhi a follower of LK Advaniji KanchanGupta vijayvaani tufailelif svaradarajan please comment With an endorsement like this
NEGATIVE,wont make it easy for Gadkari
NEUTRAL,httpstwittercomMajorPooniastatus1113762430843330560s19
POSITIVE,I am a huge fan of OfficialUrmila Always admired her hardworking nature without crying for posts and awards A true person smart and straight SoniaGandhiFC RahulGandhi INCIndia MahilaCongress sushmitadevmp
NEUTRAL,Hinduo ka ek bhi vote barbad nahi jana chahiye We should vote for modiji nahi to rahul gandhi muslimstan bna dega
POSITIVE,Courageous What How Not only does he not guard our country at whatever capacity he can he chooses to question our defence forces for proof of action RahulGandhi maybe a lot of things but courageous he definitely is not
POSITIVE,Logic or otherwise smritiirani has nurtured Amethi constituency despite losing against RahulGandhi who has now preferred another constituency in Kerala as PlanB
NEUTRAL,Aaj rahul gandhi mandir kyo nahi gya
NEUTRAL,Me too
NEGATIVE,RahulGandhi we are helpless and forced to live in this filthy condition please help our councillor is from your party and Government of BJP but this has put us in danger Anyday epidemic can happen Please help A block Shiv durga vihar sec 39 Dayal bagh rd Faridabad
NEUTRAL,Rahul Gandhi ka dar h sab ke andar
NEGATIVE,Correct Im going to tell that Where were Jhootly when Niravs dupe thousand crores fly away
NEUTRAL,#AntiMiddleClassCongress #RahulGandhiWayanad RahulGandhi
POSITIVE,The pots and kettle speak best in pitch blackSachinPilot nagmamorarji RahulGandhi khushsundar ikamalhaasan ArvindKejriwal narendramodi AmitShah BJP4India TejasviSurya ashokgehlot51 rajnathsingh arunjaitley nsitharaman OfficialUrmila YogiAdityanatha INCIndia
POSITIVE,INCIndia rule for 57 years helped sustain poverty and lack of basic aminities in a very creative manner in Bharat If you need such creativity vote for RahulGandhi If not narendramodi RavinarIN amitmalviya AmitShah veljaya Swamy39 kkmohan73 pranasutra TrueIndology
POSITIVE,Welcome to gods own country
NEUTRAL,Parachar mantree nahi Rahul Gandhi
POSITIVE,Im a diehard optimistic and it has brought me this far Ill hope for the best
NEUTRAL,#NaMoAgain2019
POSITIVE,Nice Didi
NEGATIVE,Jai ho Congress jindabad Rahul gandhi jindabad Choukidar chor hai Choukidar is spreading lies
NEGATIVE,I say not even a Muslim should vote him The partition not only harmed the Hindus but the Muslims too The partition was a disaster for both the communities It just cannot be repeated again The chances of this kind of thing happening again becomes quite high if congress comes
NEGATIVE,RahulGandhi BJP4India narendramodi ZeeNewsHindi Mr Rahul any comment on this Is this what congress accepts or deny
NEGATIVE,I think Congress working to break and rule strategy and some how some people are coming in to the trap ZeeNewsHindi aajtak indiatvnews
POSITIVE,ArvindKejriwal INCIndia myogiadityanath myogiadityanath narendramodi RahulGandhi yadavakhilesh He is gaurav singh the of banaras hindu university he want justice
POSITIVE,True Never forget the Rath Yatra his pitch to get to PM post
NEUTRAL,Rahul Gandhi says #NYAY scheme funds will come from pockets of #Chor Businessmen That sums up why the #Chowkidar is rattled at the scheme #ChowkidarChorHai httpsscrollinlatest918817loksabhapollsrahulgandhisaysnyayschemefundswillcomefrompocketsofchorbusinessmen
NEUTRAL,RahulGandhi President INCIndia lie lie and lie all the time
POSITIVE,Raga is not a quality product so even if Modi markets him he wont b in demand
POSITIVE,#AgustaCaseCracked RahulGandhi was barking at honest patriotic and hard working PM Modiji as corrupt We now know the truth Law of karma catching up #Elections2019 #RahulGandhichorhai
NEUTRAL,Handkerchief Deha Diya Stage managed
NEUTRAL,PChidambaramIN phir ya tau aapke leaders ko kutch pata nahin ya woh RahulGandhi se khush nahin hai jo aisa tv interviews par aa kar bol rahe hain Public dekh rahi hai
NEUTRAL,Jay ho INCIndia RahulGandhi RPCCITcell nsui INCRajasthan
NEGATIVE,Every normal humanbeing including you and me we do dont you think so Hear Vishnu Soms interview with Vivek or Rajdeeps interview The problem with you all is you all assume public are fools and you can take them for a ride Christian Michell is singing like a Nightingale
NEGATIVE,Beyond doubt RahulGandhi President INCIndia
POSITIVE,Rahul goes under the Muslim League RefugeReminds past History Nehru would love itMahatma will be intrigued Two Nation theory busts
NEUTRAL,others analysis says something else
POSITIVE,#SamPitroda says that if they win they will increase taxes on middle class people and RahulGandhi says that he will give Rs 72000month to each family It means that money is going to be ducked out of our pockets and a part of it will be returned to us
NEUTRAL,INCIndia President RahulGandhi
NEGATIVE,RG and his family are instrumental in making and building all big business families in India Modiji probably not born RG should be ashamed up all these base less charges and undermines his personality
NEUTRAL,Im from Karnataka I can see bjp crossing 20
POSITIVE,Dont worry the Muslim League Jamaat will take care of him Thats why he has chosen to file his candidacy fm Wayanad
NEUTRAL,INCIndia RahulGandhi Swamy39 PMOIndia ImranKhanPTI rajnathsingh SushmaSwaraj
NEGATIVE,Such a self obsessed man
NEGATIVE,We are also overwhelmed seeing numerous Pakistani flags in your wayanad procession Shameless man you are
NEUTRAL,Amethi ka bhagora
NEGATIVE,Is it me alone or do you too see the joint that #RahulGandhi smokes in the pic on the manifesto
POSITIVE,Congratulations sir RahulGandhi
NEGATIVE,I dread if he ever becomes PM That will be most unfortunate day for India and Indians
NEGATIVE,RahulGandhi Aap apni rally me pakistan ka jhanda nahi rok sakte to aatankwad kaise rokenge Shame on u for this type of cheap politics and making our nation unsafe TajinderBagga ZeeNewsHindi narendramodi KapilMishraIND
NEUTRAL,Haan sab katuye wohi jo hain
POSITIVE,One is Saab Ka Sath Sabh Ka Vikas Another is only Apna Vikas Christian Michell is singing like a Nightingale AP is Ahmed Patel FAM is family More yet to come in 52 pages of the chargesheet as only 12 page is going on
NEUTRAL,Rahul ke Mishal Mama ke paas hai Jise ED walo ne maaloom kar chargesheet daakhil kar diya hai Augusta Helicopter me malai khanewalo me Rahul gandhi Ahmad Patel Soniya gandhi kai Choro ka naam hai Black money ke lootere yahi hai
NEUTRAL,httpszeenewsindiacomhindiindiamadhyapradeshchhattisgarhshivlingcoveredbytableinmaheshwarduringdabangg3shootingsalmankhanclarifies512900amptwitterimpressiontrue
NEGATIVE,It is very bad to SPK on ex PM
POSITIVE,Todays RahulGandhi roadshow was dominated by Muslim League flags What kind of secularism being propagated by INCIndia Ultimate fall of 130yr old party that its president has to depend on a Pro Pak party to win his MP seat
NEUTRAL,Rally of Rahul Gandhi amp Priyanka Vadra at Waynad Kerala Anything need to be told Desh drohi RahulGandhi
POSITIVE,Since 1971 ex servicemen had been fighting for OROP if you know the meaning but neither your grandma nor your papa did fulfil it It was done by this Modi against whom you are trying to put a contest Come out of your dreams man accept your faults people will forgive you
POSITIVE,News24 India Rahul Gandhi ke pas 72 wali topi ha jo janta me bantege to janta pehan ker salam ke sath vote dege Smriti Irani Amethi me Rahul ke magic scheme ke aage kya kahenge Congchunav nahi lad rahe wo janta ka vote kharid rahe ha 72 ka lalach deker
POSITIVE,This pic will haunt smitaprakash for reasons best known to her
POSITIVE,Kindly let the country know the source of your income wealth
NEUTRAL,httpstwittercomkrishankantjha8refsrctwsrc5Etfw classtwitterfollowbutton datashowcountfalsegtFollow krishankantjha8ltagtltscript async srchttpsplatformtwittercomwidgetsjs charsetutf8gtltscriptgt RahulGandhi shaktisinhgohil DrMadanMohanJha priyankagandhi INCIndia INCBihar RajBabbarMP
NEGATIVE,Hey Talking about flip flop Just clarify Whether RahulGandhi is Janaiv dhaari brahmin shiv Bhakt or not AdvaitaKala richaanirudh UnSubtleDesi narendramodi rishibagree ippatel Swamy39 MinhazMerchant arunjaitley BJP4India #MainBhiChowkidar
NEUTRAL,Mini pakistan Rahul gandhi ka yahi maksad hai desh ko todna Jo Vaaynaad me saaf dikh raha hai
POSITIVE,How many revolution Gandhi Family did until now Can anyone think that any revolution may be possible if Kejri and Rahul is there Day dreaming is good for you and how much will you push Rahul
POSITIVE,What is the guarantee Nehruji will allow BJP4India to work in the next 5 yearsRahulGandhi SachinPilot khushsundar OfficialUrmila priyankac19 MirAliAsgar nagmamorarji ikamalhaasan INCIndia JhaSanjay ashokgehlot51 ShabnamMahi JAslamBasha ArvindKejriwal darkdon1
NEUTRAL,Rahul Gandhi yahi Dekhane Ek Hindustan banana chate hai jaise 48Hindu 28 Muslim ko sth le Kar caste se upar Bina vehdhawo
POSITIVE,priyankagandhi is wishing RahulGandhi aa if he is getting married and is going to sasural
NEUTRAL,Bahut khub Madam ji janta sab janti h AAP Apne liye preshan ho aur apni Shan o Shaukat ka hi khyal rakho Janta Ko to khub mehanat kar kishi tarah do vakt ki roti khana h
NEUTRAL,#dumbo
NEGATIVE,Hey IDIOT RahulGandhi Dont expect votes from Hindus They all know that you are not at all a Hindu but a mixture of Muslims amp Xtians
NEUTRAL,OfficeOfKNath RahulGandhi YogendraYadav GaonConnection
NEUTRAL,Pakistan ka flag dikh rahe hai apki road show main its enough reason for me to vote for MODI narendramodi TajinderBagga MajorPoonia
NEUTRAL,Ek aur maje kee baat yeh sanghi apnee photo bhi nahi lgate jab aisa bolte hai
NEGATIVE,Thats right bribe poor to come to power
POSITIVE,Confusion is in your mind Pappu is clear Uncle #SamPitroda is not the official spokesperson and what ever surjewala says is true #72000 percent
POSITIVE,Middle class not vote you to get taxed anymore and do corruption to save Congress is Corruption Do not be selfish prepare for more taxes to fund NYAY scheme Rahul Gandhis aide Sam Pitrodas advise to Indian middle class httpswwwopindiacom201904donotbeselfishprepareformoretaxestofundnyayschemerahulgandhisaidesampitrodasadvisetoindianmiddleclass via opindiacom
NEUTRAL,Kaun se school mai pada hai sanghi Google karke pakistan ka flag dekh
POSITIVE,Every body in their life has something or other is related with some place but to save loss and divert attention media saying like this
NEUTRAL,AMISHDEVGAN ji Zara Isko Padh Lijiye Agar padhna aata hai to phir Apne program me bhadkao debate karwaiyega Maan lo Agar RahulGandhi minority bahubal seat se ladh rahe hai election to isme bura kya Kya Minority specially Muslims kya is Mulk Ke Citizen nahi apki aur
POSITIVE,This is a cheap publicity by saying somebody of a corrupted dynasty family had done anything but crores of people do like this in their This is a media hype nothing more than this
POSITIVE,I hope he loose his deposit These people play only Religious card They dont know or respect our age old cultural richness All in the name of secularism
NEUTRAL,I have collected a Rudraksha Garland for Shiva and as Navratri is near also the saree SoniaGandhiFC RahulGandhi
