id,label,tweet,tidy_tweet
5919,,Congress achievement is only corruption and your husband RobertVadra2016 is the most corrupt person on this universe INCIndia RahulGandhi priyankagandhi,congress achiev onli corrupt and your husband robertvadra the most corrupt person thi univers incindia rahulgandhi priyankagandhi
5920,,Gandu pappu,gandu pappu
5921,,Jai Congress Jai Rahul Gandhi #BHARATMATAKIJAI,jai congress jai rahul gandhi #bharatmatakijai
5922,,What does it mean Who is dominating Banking System Do you mean owners or beneficiaries or looters of Banking system If looters the biggest looter is Congress Party,what doe mean who domin bank system you mean owner beneficiari looter bank system looter the biggest looter congress parti
5923,,Dear dole Congress ruled for 55 years From 19471950 Nehru declared himself PM without genelect First elecct held n 1950 From 19472008 Banks disbursed total loan of 18lac cr From 20082014 Ur guv amt gone up Rs52lac crRs34lac cr in 6yrs How much gave to poor,dear dole congress rule for year from nehru declar himself without genelect first elecct held from bank disburs total loan lac from guv amt gone lac crr lac yr how much gave poor
5924,,ha ha ha,
5925,,Amethi chod Waynad kyon bhaga,amethi chod waynad kyon bhaga
5926,,My wish to tirupati balaji narendramodi anandmahindra RahulGandhi ncbn captamarinder abpnewshindi SirPareshRawal SrBachchan PiyushGoyal indiatvnews republic aajtak AsYouNotWish RonnieScrewvala majorgauravarya mangeshkarlata,wish tirupati balaji narendramodi anandmahindra rahulgandhi ncbn captamarind abpnewshindi sirpareshraw srbachchan piyushgoy indiatvnew republ aajtak asyounotwish ronniescrewvala majorgauravarya mangeshkarlata
5927,,Rahul Gandhi finally declares in his affidavit the Unitech properties OpIndia reported about but why was it missing in his last one Opindia News httpswwwopindiacomp167008 via opindiacom,rahul gandhi final declar hi affidavit the unitech properti opindia report about but whi wa miss hi last one opindia new httpswwwopindiacomp via opindiacom
5928,,Why do you think so He has just decided to contest from one more seat as even a small chance of losing in Amethi will destroy his position in the party and the country,whi you think ha just decid contest from one more seat even small chanc lose amethi will destroy hi posit the parti and the countri
5929,,Get lost of india,get lost india
5930,,Tu ghadhe,ghadh
5931,,RahulGandhi abe gaddddheeeee,rahulgandhi abe gaddddheeee
5932,,RahulGandhi kick the aas of Rahul Gandhi,rahulgandhi kick the aa rahul gandhi
5933,,And what about the East which seems to be upset with this decision,and what about the east which seem upset with thi decis
5934,,RahulGandhi tere shakal bevakuf,rahulgandhi tere shakal bevakuf
5935,,RahulGandhi Abe th aur tere maa kab jail ja rahe ho,rahulgandhi abe aur tere maa kab jail rahe
5936,,Dear Rohit Sardana Jee Rahul Gandhi Is a man of negative approach and the man of abrupt little knowledge Can it be imagined that such uncivilsed man is the President of The Congress Party But it is sardanarohit,dear rohit sardana jee rahul gandhi man neg approach and the man abrupt littl knowledg can imagin that such uncivils man the presid the congress parti but sardanarohit
5937,,#MULEA #MULEA #MULEA #muleacampaign Who is responsible for ruining our future No action No Vote narendramodi NitishKumar CEOBihar SushilModi BJP4India PMOIndia INCIndia RahulGandhi priyankagandhi yadavtejashwi,#mulea #mulea #mulea #muleacampaign who respons for ruin our futur action vote narendramodi nitishkumar ceobihar sushilmodi bjp india pmoindia incindia rahulgandhi priyankagandhi yadavtejashwi
5938,,Cool,cool
5939,,Hilarious one of my friend says he will keep voting for narendramodi till he puts 15 lakh in his account I wont let him go easily What say RahulGandhi,hilari one friend say will keep vote for narendramodi till put lakh hi account wont let him easili what say rahulgandhi
5940,,KamalNath can have a band University in Chhindwara Budhu can be Chief instructor,kamalnath can have band univers chhindwara budhu can chief instructor
5941,,Yes And a coward that protected most corrupt Sultans for over a decade And Lying has become his RahulGandhi familiar trait,ye and coward that protect most corrupt sultan for over decad and ly ha becom hi rahulgandhi familiar trait
5942,,And LavanyaBallal if RaGa starts talking about scams he has been accused of the last vote would have been cast amp he would still be speaking ATHREYAG bchowla optimistsurgeon anupamadhaulia,and lavanyabal raga start talk about scam ha been accus the last vote would have been cast amp would still speak athreyag bchowla optimistsurgeon anupamadhaulia
5943,,As Congress pages was found managed from Pakistan seems all antiindia journalism also being managed from there itself If tax is not paid then RahulGandhi will have to manage the expense from his own pocket Is he ready or India will be Venezuela in few days,congress page wa found manag from pakistan seem all antiindia journal also be manag from there itself tax not paid then rahulgandhi will have manag the expens from hi own pocket readi india will venezuela few day
5944,,Let me tell u that vivekoberoi is a Moron who has zero understanding of democracy and lacks common sense Isko abh lagta hai Salman ne accha hi Kiya tha maarke,let tell that vivekoberoi moron who ha zero understand democraci and lack common sens isko abh lagta hai salman accha kiya tha maark
5945,,#petrolprice IndianOilcl in Mangaluru on April 6 from 6am Rs 6768l for diesel Rs 7460l for petrol Rs 7739l for XP AmitShah arunjaitley ANI BJP4India dpradhanbjp narendramodi INCIndia RahulGandhi BPCLimited HPCL MRPLCC FinMinIndia EPDFIndia TOIIndiaNews,#petrolpric indianoilcl mangaluru april from for diesel for petrol for amitshah arunjaitley ani bjp india dpradhanbjp narendramodi incindia rahulgandhi bpclimit hpcl mrplcc finminindia epdfindia toiindianew
5946,,True adibpat Not only Indian politics but the Indian media should also behave properly,true adibpat not onli indian polit but the indian media should also behav properli
5947,,RahulGandhi You need to explain where the money is going to come from before the vote,rahulgandhi you need explain where the money go come from befor the vote
5948,,Rahul Gandhi jindabaad,rahul gandhi jindabaad
5949,,BJP4India narendramodi rsprasad ppbajpai ashutosh83B ArvindKejriwal RahulGandhi pbhushan1 SanjayAzadSln,bjp india narendramodi rsprasad ppbajpai ashutosh arvindkejriw rahulgandhi pbhushan sanjayazadsln
5950,,Bas RahulGandhi ke pichwade daalna Baki hai,ba rahulgandhi pichwad daalna baki hai
5951,,narendramodi OfficeOfNG KailashOnline AkashVOnline ChouhanShivraj ampteam for making a Guna to dewas road thanks to all dekho MODI means JMScindia RahulGandhi,narendramodi officeofng kailashonlin akashvonlin chouhanshivraj ampteam for make guna dewa road thank all dekho modi mean jmscindia rahulgandhi
5952,,Gesture of our leader All youths of you please elect RahulGandhi as PM for this term and see he will stand beside you as he stands with you to take slefi mean while he will stand with you for your all issues to help you #youthswithRG #RahulGandhiStudentsInteraction,gestur our leader all youth you pleas elect rahulgandhi for thi term and see will stand besid you stand with you take slefi mean while will stand with you for your all issu help you #youthswithrg #rahulgandhistudentsinteract
5953,,Hello RahulGandhi n ArvindKejriwal Work Speak louder than fake promises uplifting of all Sab Ka Saath Sab Ka Vikas now you will say he is Sanghi Bhakt Modi Agent,hello rahulgandhi arvindkejriw work speak louder than fake promis uplift all sab saath sab vika now you will say sanghi bhakt modi agent
5954,,One day this great preacher preached that I will shutdown all RSS offices if comes to power and that was his great love shown on the earth He is a cunning coloured fox turning himself into many images which one you would like that is upto you,one day thi great preacher preach that will shutdown all rss offic come power and that wa hi great love shown the earth cun colour fox turn himself into mani imag which one you would like that upto you
5955,,What this Catholic Rahul Gandhi says is kick out Hindi and bring English everywhere so the country gets Christianised rapidlyHindus believed in AaSethu Himalayamfrom Kanyakumari to Himalayas is our landDMK Christian party got even the Hindi board at Kanyakumari thrown out,what thi cathol rahul gandhi say kick out hindi and bring english everywher the countri get christianis rapidlyhindu believ aasethu himalayamfrom kanyakumari himalaya our landdmk christian parti got even the hindi board kanyakumari thrown out
5956,,Look at the platform constructed Such a waste Why is congress wasting money,look the platform construct such wast whi congress wast money
5957,,#INC #rahulgandhi #dhruvrathee this is to inform to the general #citizenofindia pls #boycott indian lapdog media #aajtak #abpnews #zeenews etc bcoz nation biggest criminal ruined our peace amp brotherhood by the by #modi is guilty feeling giving the crown to #rahulgandhi,#inc #rahulgandhi #dhruvrathe thi inform the gener #citizenofindia pl #boycott indian lapdog media #aajtak #abpnew #zeenew etc bcoz nation biggest crimin ruin our peac amp brotherhood the #modi guilti feel give the crown #rahulgandhi
5958,,The Little Raja Little Rani Rahul Gandhi amp Priyanka Gandhi have a lot to work before they can imagine to take a political position The Congress considers them the 1st Family of India and not the masses,the littl raja littl rani rahul gandhi amp priyanka gandhi have lot work befor they can imagin take polit posit the congress consid them the famili india and not the mass
5959,,This is how you start but after some time all know you will start hitting Rahul,thi how you start but after some time all know you will start hit rahul
5960,,Himself very illiterate person but misguiding to people of india on education His family never want india become litrate,himself veri illiter person but misguid peopl india educ hi famili never want india becom litrat
5961,,Sawan ke Andhe RahulGandhi ko pura Desh Green dekhta hai,sawan andh rahulgandhi pura desh green dekhta hai
5962,,Jai congress,jai congress
5963,,Preset scriptdrama,preset scriptdrama
5964,,Just wondering if God sent the Amram missile debris by speed post,just wonder god sent the amram missil debri speed post
5965,,BJP4India INCIndia narendramodi myogiadityanath RahulGandhi ZeeNewsHindi girirajsinghbjp RajatSharmaLive nidhitripathi92 SushmaSwaraj,bjp india incindia narendramodi myogiadityanath rahulgandhi zeenewshindi girirajsinghbjp rajatsharmal nidhitripathi sushmaswaraj
5966,,RahulGandhi INCHimachal INCIndia abhishekrana999,rahulgandhi inchimach incindia abhishekrana
5967,,Next in 1965 1971 we had Hunters that had no headlights could not fly at night we had Gnats and MiGs19 but our pilots were highly trained and rattled the Pakistani F81 Sabre jets The same fate the Americans had using the F104 Starfighters could not shoot Vietnam MiG19s,next had hunter that had headlight could not fli night had gnat and mig but our pilot were highli train and rattl the pakistani sabr jet the same fate the american had use the starfight could not shoot vietnam mig
5968,,Ok,
5969,,Be with Congress Be with India Be with Dinesh #proud #congressman #congress #rahulgandhi #inc #indiannationalcongress #indianyouthcongress Virudunagar httpswwwinstagramcombewithdineshpBv5W1WLhPVPutmsourceigtwittershareampigshidjcfe26ztu8hw,with congress with india with dinesh #proud #congressman #congress #rahulgandhi #inc #indiannationalcongress #indianyouthcongress virudunagar httpswwwinstagramcombewithdineshpbv wlhpvputmsourceigtwittershareampigshidjcf ztu
5970,,RahulGandhi is the best campaigner for BJP4India All these students are now going to vote for narendramodi He has been taught by his tutors to mug up these few line and does not know anything else to say,rahulgandhi the best campaign for bjp india all these student are now go vote for narendramodi ha been taught hi tutor mug these few line and doe not know anyth els say
